id,Timestamp,Category,Money,Description,Details
938969205,2022-11-05T18:09:46.877174+00:00,fees,-51,Market fees selling Iron ore,{}
938969204,2022-11-05T18:09:46.871748+00:00,market,1674,Iron ore market order filled,"{""resource"": ""Iron ore"", ""amount"": 372, ""quality"": 0, ""price"": ""$4.50"", ""buyer"": ""morroEmpire"", ""profit"": 276}"
938850068,2022-11-05T16:11:53.491103+00:00,bonds,-125000,Investment in bonds,"{""amount"": 25, ""bond issuer"": ""Rockport"", ""interest"": ""0.5%"", ""restructure on default"": ""60%""}"
938840809,2022-11-05T16:02:57.082566+00:00,fees,-342,Market fees selling Methane,{}
938840808,2022-11-05T16:02:57.080436+00:00,market,11388,Methane market order filled,"{""resource"": ""Methane"", ""amount"": 609, ""quality"": 1, ""price"": ""$18.70"", ""buyer"": ""Padre inc."", ""profit"": 1703}"
938831145,2022-11-05T15:54:00.413162+00:00,fees,-367,Market fees selling Carbon composite,{}
938831144,2022-11-05T15:54:00.410380+00:00,market,12221,Carbon composite market order filled,"{""resource"": ""Carbon composite"", ""amount"": 202, ""quality"": 1, ""price"": ""$60.50"", ""buyer"": ""SOKRE Corp."", ""profit"": 2428}"
938830021,2022-11-05T15:52:49.626866+00:00,fees,-314,Market fees selling Electronics research,{}
938830020,2022-11-05T15:52:49.624488+00:00,market,10440,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 29, ""quality"": 0, ""price"": ""$360.00"", ""buyer"": ""KonGroupHolding"", ""profit"": 2587}"
938826361,2022-11-05T15:48:51.833641+00:00,fees,-1368,Market fees selling High grade e-comps,{}
938826360,2022-11-05T15:48:51.831417+00:00,market,45580,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 53, ""quality"": 2, ""price"": ""$860.00"", ""buyer"": ""S and H Enterprise"", ""profit"": 15445}"
938822787,2022-11-05T15:45:18.935842+00:00,fees,-1695,Market fees selling Batteries,{}
938822785,2022-11-05T15:45:18.914453+00:00,market,56498,Batteries market order filled,"{""resource"": ""Batteries"", ""amount"": 689, ""quality"": 1, ""price"": ""$82.00"", ""buyer"": ""Supacorporation"", ""profit"": 6986}"
938647924,2022-11-05T12:58:34.728199+00:00,production,-15038,Production of Iron ore,"{""amount"": 6534, ""price"": ""$3.62"", ""quality"": 0}"
938472468,2022-11-05T09:53:19.538286+00:00,production,-44758,Production of Chemicals,"{""amount"": 21000, ""price"": ""$13.17"", ""quality"": 2}"
938472354,2022-11-05T09:53:13.415845+00:00,market,-231000,Bought Minerals on market,"{""amount"": 21000, ""price"": ""$11.00"", ""seller(s)"": ""Grupo Senna, Burner Business Oranges, Mapos73""}"
938420979,2022-11-05T08:55:29.290550+00:00,production,-540,Production of Carbon composite,"{""amount"": 81, ""price"": ""$46.67"", ""quality"": 1}"
938417674,2022-11-05T08:52:05.692875+00:00,production,-67682,Production of Power,"{""amount"": 381072, ""price"": ""$0.18"", ""quality"": 2}"
938417621,2022-11-05T08:52:01.612577+00:00,production,-28171,Production of Methane,"{""amount"": 2283, ""price"": ""$15.71"", ""quality"": 1}"
938417543,2022-11-05T08:51:56.528245+00:00,production,-67682,Production of Power,"{""amount"": 381072, ""price"": ""$0.18"", ""quality"": 2}"
938417448,2022-11-05T08:51:51.358923+00:00,production,-16,Production of Golden bars,"{""amount"": 1, ""price"": ""$4206.64"", ""quality"": 2}"
938417318,2022-11-05T08:51:43.406307+00:00,production,-37601,Production of Water,"{""amount"": 160965, ""price"": ""$0.27"", ""quality"": 1}"
938417126,2022-11-05T08:51:28.841613+00:00,production,-52520,Production of Plastic,"{""amount"": 20210, ""price"": ""$8.94"", ""quality"": 1}"
938416970,2022-11-05T08:51:17.836916+00:00,production,-15037,Production of Gold ore,"{""amount"": 2356, ""price"": ""$20.38"", ""quality"": 1}"
938416876,2022-11-05T08:51:10.997636+00:00,production,-31692,Production of Electronics research,"{""amount"": 118, ""price"": ""$268.58"", ""quality"": 0}"
938310835,2022-11-05T06:57:10.724607+00:00,production,-44403,Production of Silicon,"{""amount"": 15000, ""price"": ""$5.77"", ""quality"": 2}"
938310772,2022-11-05T06:57:06.099123+00:00,market,-34500,Bought Sand on market,"{""amount"": 30000, ""price"": ""$1.15"", ""seller(s)"": ""ChrisisEnterprise""}"
938278147,2022-11-05T06:17:19.581043+00:00,production,-806,Production of Carbon composite,"{""amount"": 121, ""price"": ""$46.66"", ""quality"": 1}"
938278068,2022-11-05T06:17:10.565301+00:00,production,-31,Production of Golden bars,"{""amount"": 2, ""price"": ""$4215.65"", ""quality"": 2}"
938264724,2022-11-05T06:00:08.763674+00:00,fees,-1920,Market fees selling Water,{}
938264723,2022-11-05T06:00:08.761474+00:00,market,64000,Water market order filled,"{""resource"": ""Water"", ""amount"": 200000, ""quality"": 1, ""price"": ""$0.32"", ""buyer"": ""Trucked up business"", ""profit"": 10507}"
938196024,2022-11-05T04:09:27.517475+00:00,market,131471,Plastic market order filled,"{""resource"": ""Plastic"", ""amount"": 12403, ""quality"": 1, ""price"": ""$10.60"", ""buyer"": ""Wilson Industries"", ""profit"": 22203}"
938156621,2022-11-05T03:32:10.106976+00:00,fees,-317,Market fees selling Methane,{}
938156620,2022-11-05T03:32:10.104062+00:00,market,10564,Methane market order filled,"{""resource"": ""Methane"", ""amount"": 556, ""quality"": 1, ""price"": ""$19.00"", ""buyer"": ""Metanoia"", ""profit"": 1952}"
938155216,2022-11-05T03:31:47.007418+00:00,taxes,-20012,Accounting overhead,"{""Cash"": ""$861,011"", ""Investment in bonds"": ""$5,640,000"", ""Bonds payable"": ""$0"", ""Executive lift"": ""$0"", ""Cash/bonds value over $3,000,000 at 0.5%"": ""$17,506"", ""Cash/bonds value over $6,000,000 at 0.5%"": ""$2,506""}"
938134946,2022-11-05T03:04:27.979142+00:00,market,15900,Plastic market order partially filled,"{""resource"": ""Plastic"", ""amount"": 1500, ""quality"": 1, ""price"": ""$10.60"", ""buyer"": ""Green Leaf Holdings"", ""profit"": ""$2685"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
938134884,2022-11-05T03:04:22.690411+00:00,fees,-4740,Market fees selling Plastic,"{""remaining_fees"": ""$0""}"
938134883,2022-11-05T03:04:22.685187+00:00,market,10600,Plastic market order partially filled,"{""resource"": ""Plastic"", ""amount"": 1000, ""quality"": 1, ""price"": ""$10.60"", ""buyer"": ""Green Leaf Holdings"", ""profit"": ""$-2949"", ""fees"": ""$4740"", ""remaining_fees"": ""$0""}"
938125412,2022-11-05T02:48:10.609214+00:00,fees,-314,Market fees selling Electronics research,{}
938125411,2022-11-05T02:48:10.603972+00:00,market,10440,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 29, ""quality"": 0, ""price"": ""$360.00"", ""buyer"": ""Toddy S.A"", ""profit"": 2896}"
938122986,2022-11-05T02:43:54.812264+00:00,fees,-773,Market fees selling Power,{}
938122985,2022-11-05T02:43:54.809784+00:00,market,25748,Power market order filled,"{""resource"": ""Power"", ""amount"": 109570, ""quality"": 2, ""price"": ""$0.23"", ""buyer"": ""PP for Power"", ""profit"": 6507}"
938121541,2022-11-05T02:41:59.814263+00:00,fees,-1921,Market fees selling High grade e-comps,{}
938121540,2022-11-05T02:41:59.809698+00:00,market,64010,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 74, ""quality"": 2, ""price"": ""$865.00"", ""buyer"": ""Kenway Corporation"", ""profit"": 21901}"
938117498,2022-11-05T02:35:08.609987+00:00,fees,-940,Market fees selling Silicon,{}
938117497,2022-11-05T02:35:08.607504+00:00,market,31312,Silicon market order filled,"{""resource"": ""Silicon"", ""amount"": 4120, ""quality"": 2, ""price"": ""$7.60"", ""buyer"": ""Vroomie"", ""profit"": 6827}"
938115079,2022-11-05T02:31:27.007753+00:00,bonds,-135000,Investment in bonds,"{""amount"": 27, ""bond issuer"": ""Anadolu"", ""interest"": ""0.5%"", ""restructure on default"": ""24%""}"
938112836,2022-11-05T02:27:43.558541+00:00,production,-41299,Production of Batteries,"{""amount"": 2499, ""price"": ""$69.40"", ""quality"": 1}"
938112001,2022-11-05T02:26:30.112912+00:00,production,-168,Production of Golden bars,"{""amount"": 11, ""price"": ""$4236.32"", ""quality"": 2}"
938111718,2022-11-05T02:26:06.985693+00:00,production,-15040,Production of Gold ore,"{""amount"": 2222, ""price"": ""$20.77"", ""quality"": 1}"
938017223,2022-11-05T00:14:53.650211+00:00,interest,255,Bond yield,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""issuer"": ""BestBeverage""}"
938012892,2022-11-05T00:14:21.652784+00:00,interest,637,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""AllCore Electronics""}"
938006483,2022-11-05T00:13:30.386794+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Tawfeeq Industries""}"
938000730,2022-11-05T00:12:41.044620+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""SECCEN UK""}"
938000724,2022-11-05T00:12:41.015157+00:00,interest,950,Bond yield,"{""bond value"": ""$190000"", ""interest"": ""0.5%"", ""issuer"": ""Alekos S.A.""}"
938000720,2022-11-05T00:12:41.001895+00:00,interest,1875,Bond yield,"{""bond value"": ""$375000"", ""interest"": ""0.5%"", ""issuer"": ""Imperial Aeronautics Ltd.""}"
938000718,2022-11-05T00:12:40.989702+00:00,interest,550,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.6%"", ""issuer"": ""Tadif Co Ltd""}"
938000667,2022-11-05T00:12:40.612117+00:00,interest,425,Bond yield,"{""bond value"": ""$85000"", ""interest"": ""0.5%"", ""issuer"": ""Fate Co""}"
938000664,2022-11-05T00:12:40.572519+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""BestOfIndustries""}"
938000662,2022-11-05T00:12:40.552851+00:00,interest,1775,Bond yield,"{""bond value"": ""$355000"", ""interest"": ""0.5%"", ""issuer"": ""Brother Xiaoye""}"
937990025,2022-11-05T00:11:45.976009+00:00,interest,390,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""A.V.H BLUE MOON""}"
937982075,2022-11-05T00:11:21.902301+00:00,interest,300,Bond yield,"{""bond value"": ""$50000"", ""interest"": ""0.6%"", ""issuer"": ""Seven ithalat ihracat""}"
937982063,2022-11-05T00:11:21.862243+00:00,interest,2600,Bond yield,"{""bond value"": ""$500000"", ""interest"": ""0.5%"", ""issuer"": ""Beatniks Cash Salad""}"
937978194,2022-11-05T00:11:13.629152+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Win Win Street food""}"
937968698,2022-11-05T00:10:51.451583+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Coby company""}"
937958827,2022-11-05T00:10:28.128357+00:00,interest,750,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.6%"", ""issuer"": ""KANLIS""}"
937958821,2022-11-05T00:10:28.115394+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""UTOPIA MINDS""}"
937958306,2022-11-05T00:10:27.015432+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Wonka chocolate""}"
937950195,2022-11-05T00:10:08.609366+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""TechnoSpace CO.""}"
937950185,2022-11-05T00:10:08.584309+00:00,interest,750,Bond yield,"{""bond value"": ""$150000"", ""interest"": ""0.5%"", ""issuer"": ""Madeireira Cara de Pau""}"
937950175,2022-11-05T00:10:08.560184+00:00,interest,420,Bond yield,"{""bond value"": ""$60000"", ""interest"": ""0.7%"", ""issuer"": ""Communist Spies Pty Ltd""}"
937948511,2022-11-05T00:10:04.059038+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Don Aspi TKOC""}"
937936626,2022-11-05T00:09:36.381723+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Nilzas Cooperativa""}"
937936619,2022-11-05T00:09:36.368930+00:00,interest,1500,Bond yield,"{""bond value"": ""$300000"", ""interest"": ""0.5%"", ""issuer"": ""Gungor holding 0""}"
937936585,2022-11-05T00:09:36.308089+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Williams Ltda""}"
937936103,2022-11-05T00:09:35.376467+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Heatsink""}"
937927730,2022-11-05T00:09:17.183973+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""sim003""}"
937927722,2022-11-05T00:09:17.170613+00:00,interest,325,Bond yield,"{""bond value"": ""$65000"", ""interest"": ""0.5%"", ""issuer"": ""KComme""}"
937919129,2022-11-05T00:08:59.987665+00:00,interest,400,Bond yield,"{""bond value"": ""$80000"", ""interest"": ""0.5%"", ""issuer"": ""WE GOT U""}"
937918326,2022-11-05T00:08:58.513781+00:00,interest,150,Bond yield,"{""bond value"": ""$30000"", ""interest"": ""0.5%"", ""issuer"": ""Simgi Entreprise""}"
937918319,2022-11-05T00:08:58.499429+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Jerem store""}"
937918254,2022-11-05T00:08:58.381721+00:00,interest,375,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""McCestes SA""}"
937918245,2022-11-05T00:08:58.368917+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Olimpos AS""}"
937364458,2022-11-04T18:14:13.363276+00:00,fees,-403,Market fees selling Methane,{}
937364457,2022-11-04T18:14:13.358152+00:00,market,13426,Methane market order filled,"{""resource"": ""Methane"", ""amount"": 685, ""quality"": 1, ""price"": ""$19.60"", ""buyer"": ""Hk Honey"", ""profit"": 2804}"
937283715,2022-11-04T16:56:21.517173+00:00,fees,-141,Market fees selling Electronics research,{}
937283714,2022-11-04T16:56:21.513776+00:00,market,4680,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 13, ""quality"": 0, ""price"": ""$360.00"", ""buyer"": ""Paradi Schleswig Ltd."", ""profit"": 1298}"
937229555,2022-11-04T16:05:06.262849+00:00,fees,-2862,Market fees selling Plastic,{}
937229553,2022-11-04T16:05:06.246566+00:00,market,95378,Plastic market order filled,"{""resource"": ""Plastic"", ""amount"": 8998, ""quality"": 1, ""price"": ""$10.60"", ""buyer"": ""Rlyeh Industries"", ""profit"": 13087}"
937227362,2022-11-04T16:03:26.123232+00:00,market,16660,Chemicals market order filled,"{""resource"": ""Chemicals"", ""amount"": 1157, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""Buettner inc."", ""profit"": 1359}"
937225946,2022-11-04T16:02:16.979433+00:00,market,63158,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 4386, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""ATAL LLC"", ""profit"": ""$5155"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
937191418,2022-11-04T15:32:39.943589+00:00,fees,-1096,Market fees selling Chemicals,"{""remaining_fees"": ""$0""}"
937191417,2022-11-04T15:32:39.938108+00:00,market,1382,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 96, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""Erguven Corp."", ""profit"": ""$-983"", ""fees"": ""$1096"", ""remaining_fees"": ""$0""}"
937190407,2022-11-04T15:31:57.099904+00:00,fees,-1382,Market fees selling Chemicals,"{""remaining_fees"": ""$1096""}"
937190406,2022-11-04T15:31:57.096974+00:00,market,1382,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 96, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""Erguven Corp."", ""profit"": ""$-1269"", ""fees"": ""$1382"", ""remaining_fees"": ""$1096""}"
937189423,2022-11-04T15:31:09.165583+00:00,market,-17100,Bought Transport on market,"{""amount"": 50000, ""price"": ""$0.34"", ""seller(s)"": ""Sooner Comp.""}"
937187167,2022-11-04T15:29:13.970337+00:00,production,-26247,Production of Carbon fibers,"{""amount"": 12120, ""price"": ""$5.00"", ""quality"": 1}"
936946942,2022-11-04T11:49:08.416742+00:00,market,31700,Water market order filled,"{""resource"": ""Water"", ""amount"": 100000, ""quality"": 1, ""price"": ""$0.32"", ""buyer"": ""ATESAREL TARIM"", ""profit"": 5909}"
936916602,2022-11-04T11:17:14.390214+00:00,fees,-2144,Market fees selling Water,"{""remaining_fees"": ""$0""}"
936916601,2022-11-04T11:17:14.387327+00:00,market,39766,Water market order partially filled,"{""resource"": ""Water"", ""amount"": 125445, ""quality"": 1, ""price"": ""$0.32"", ""buyer"": ""GR .Ltda"", ""profit"": ""$5268"", ""fees"": ""$2144"", ""remaining_fees"": ""$0""}"
936890749,2022-11-04T10:51:00.526405+00:00,fees,-1339,Market fees selling High grade e-comps,{}
936890748,2022-11-04T10:51:00.519946+00:00,market,44625,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 51, ""quality"": 2, ""price"": ""$875.00"", ""buyer"": ""Gorgi Industrie Spa"", ""profit"": 15571}"
936881342,2022-11-04T10:40:40.498819+00:00,fees,-242,Market fees selling Electronics research,{}
936881341,2022-11-04T10:40:40.488756+00:00,market,8050,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 23, ""quality"": 0, ""price"": ""$350.00"", ""buyer"": ""Big Floppa S.p.a."", ""profit"": 2073}"
936879000,2022-11-04T10:37:59.581536+00:00,production,-38112,Production of High grade e-comps,"{""amount"": 176, ""price"": ""$542.75"", ""quality"": 2}"
936878840,2022-11-04T10:37:48.819743+00:00,production,-13246,Production of Silicon,"{""amount"": 4716, ""price"": ""$5.71"", ""quality"": 2}"
936823150,2022-11-04T09:34:10.525898+00:00,fees,-829,Market fees selling Plastic,{}
936823148,2022-11-04T09:34:10.522710+00:00,market,27623,Plastic market order filled,"{""resource"": ""Plastic"", ""amount"": 2606, ""quality"": 1, ""price"": ""$10.60"", ""buyer"": ""Dolboyascher"", ""profit"": 3772}"
936656852,2022-11-04T06:20:26.640520+00:00,fees,-3459,Market fees selling High grade e-comps,{}
936656851,2022-11-04T06:20:26.629908+00:00,market,115280,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 131, ""quality"": 2, ""price"": ""$880.00"", ""buyer"": ""Ensemble Construction"", ""profit"": 40569}"
936584118,2022-11-04T04:56:24.781531+00:00,market,18920,On-board computer market order filled,"{""resource"": ""On-board computer"", ""amount"": 43, ""quality"": 0, ""price"": ""$440.00"", ""buyer"": ""Luxation Inc."", ""profit"": 4989}"
936572981,2022-11-04T04:40:56.366391+00:00,fees,-766,Market fees selling On-board computer,"{""remaining_fees"": ""$0""}"
936572980,2022-11-04T04:40:56.363476+00:00,market,6600,On-board computer market order partially filled,"{""resource"": ""On-board computer"", ""amount"": 15, ""quality"": 0, ""price"": ""$440.00"", ""buyer"": ""Automotriz Hernandez"", ""profit"": ""$974"", ""fees"": ""$766"", ""remaining_fees"": ""$0""}"
936503076,2022-11-04T03:30:29.310386+00:00,taxes,-14511,Accounting overhead,"{""Cash"": ""$337,141"", ""Investment in bonds"": ""$5,565,000"", ""Bonds payable"": ""$0"", ""Executive lift"": ""$0"", ""Cash/bonds value over $3,000,000 at 0.5%"": ""$14,511""}"
936485553,2022-11-04T03:03:34.304619+00:00,fees,-134,Market fees selling Gold ore,{}
936485552,2022-11-04T03:03:34.301676+00:00,market,4464,Gold ore market order filled,"{""resource"": ""Gold ore"", ""amount"": 144, ""quality"": 1, ""price"": ""$31.00"", ""buyer"": ""JETCO."", ""profit"": 1307}"
936484230,2022-11-04T03:01:29.076565+00:00,fees,-533,Market fees selling Methane,{}
936484229,2022-11-04T03:01:29.072576+00:00,market,17751,Methane market order filled,"{""resource"": ""Methane"", ""amount"": 915, ""quality"": 1, ""price"": ""$19.40"", ""buyer"": ""Cheloon Industries"", ""profit"": 3568}"
936463056,2022-11-04T02:27:02.362653+00:00,production,-217,Production of Golden bars,"{""amount"": 15, ""price"": ""$4218.27"", ""quality"": 2}"
936454120,2022-11-04T02:13:22.351605+00:00,market,32414,Chemicals market order filled,"{""resource"": ""Chemicals"", ""amount"": 2251, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""The Rand Corporation"", ""profit"": 2547}"
936453941,2022-11-04T02:13:05.873380+00:00,fees,-3659,Market fees selling Chemicals,"{""remaining_fees"": ""$0""}"
936453940,2022-11-04T02:13:05.871180+00:00,market,89524,Chemicals market order partially filled,"{""resource"": ""Chemicals"", ""amount"": 6217, ""quality"": 2, ""price"": ""$14.40"", ""buyer"": ""The Rand Corporation"", ""profit"": ""$3378"", ""fees"": ""$3659"", ""remaining_fees"": ""$0""}"
936453345,2022-11-04T02:12:20.261679+00:00,fees,-33,Market fees selling Processors,{}
936453344,2022-11-04T02:12:20.259322+00:00,market,1100,Processors market order filled,"{""resource"": ""Processors"", ""amount"": 10, ""quality"": 0, ""price"": ""$110.00"", ""buyer"": ""Krugman S.A."", ""profit"": 270}"
936449524,2022-11-04T02:07:16.960971+00:00,bonds,-75000,Investment in bonds,"{""amount"": 15, ""bond issuer"": ""A.V.H BLUE MOON"", ""interest"": ""0.5%"", ""restructure on default"": ""48%""}"
936449505,2022-11-04T02:07:15.775784+00:00,fees,-350,Market fees selling Power,{}
936449504,2022-11-04T02:07:15.772098+00:00,market,11640,Power market order filled,"{""resource"": ""Power"", ""amount"": 49744, ""quality"": 2, ""price"": ""$0.23"", ""buyer"": ""Nosbor Corporation"", ""profit"": 2905}"
936449048,2022-11-04T02:06:30.883128+00:00,fees,-519,Market fees selling Electronics research,{}
936449047,2022-11-04T02:06:30.880650+00:00,market,17280,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 48, ""quality"": 0, ""price"": ""$360.00"", ""buyer"": ""Omnicorporation"", ""profit"": 4794}"
936447878,2022-11-04T02:04:47.610417+00:00,fees,-1243,Market fees selling Silicon,{}
936447877,2022-11-04T02:04:47.606378+00:00,market,41422,Silicon market order filled,"{""resource"": ""Silicon"", ""amount"": 5523, ""quality"": 2, ""price"": ""$7.50"", ""buyer"": ""Don Deuce Enterprises"", ""profit"": 8615}"
936445197,2022-11-04T02:01:10.119598+00:00,production,-3465,Production of High grade e-comps,"{""amount"": 16, ""price"": ""$543.20"", ""quality"": 2}"
936372168,2022-11-04T00:21:54.045399+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Wonka chocolate""}"
936368978,2022-11-04T00:21:10.624680+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Don Aspi TKOC""}"
936359519,2022-11-04T00:19:11.790676+00:00,interest,400,Bond yield,"{""bond value"": ""$80000"", ""interest"": ""0.5%"", ""issuer"": ""WE GOT U""}"
936359275,2022-11-04T00:19:08.887073+00:00,interest,150,Bond yield,"{""bond value"": ""$30000"", ""interest"": ""0.5%"", ""issuer"": ""Simgi Entreprise""}"
936359273,2022-11-04T00:19:08.863650+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Jerem store""}"
936359255,2022-11-04T00:19:08.649098+00:00,interest,375,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""McCestes SA""}"
936359253,2022-11-04T00:19:08.625313+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Olimpos AS""}"
936340385,2022-11-04T00:16:34.681198+00:00,interest,255,Bond yield,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""issuer"": ""BestBeverage""}"
936335304,2022-11-04T00:16:16.641343+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Win Win Street food""}"
936329105,2022-11-04T00:15:53.161557+00:00,interest,637,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""AllCore Electronics""}"
936328256,2022-11-04T00:15:50.068446+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Coby company""}"
936313933,2022-11-04T00:14:45.792130+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Tawfeeq Industries""}"
936305886,2022-11-04T00:14:14.035193+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Nilzas Cooperativa""}"
936305880,2022-11-04T00:14:14.016188+00:00,interest,1500,Bond yield,"{""bond value"": ""$300000"", ""interest"": ""0.5%"", ""issuer"": ""Gungor holding 0""}"
936305859,2022-11-04T00:14:13.934197+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Williams Ltda""}"
936305531,2022-11-04T00:14:12.528152+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Heatsink""}"
936299843,2022-11-04T00:13:51.656286+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""SECCEN UK""}"
936299837,2022-11-04T00:13:51.624436+00:00,interest,950,Bond yield,"{""bond value"": ""$190000"", ""interest"": ""0.5%"", ""issuer"": ""Alekos S.A.""}"
936299833,2022-11-04T00:13:51.607753+00:00,interest,1875,Bond yield,"{""bond value"": ""$375000"", ""interest"": ""0.5%"", ""issuer"": ""Imperial Aeronautics Ltd.""}"
936299829,2022-11-04T00:13:51.590539+00:00,interest,550,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.6%"", ""issuer"": ""Tadif Co Ltd""}"
936299702,2022-11-04T00:13:51.150333+00:00,interest,425,Bond yield,"{""bond value"": ""$85000"", ""interest"": ""0.5%"", ""issuer"": ""Fate Co""}"
936299699,2022-11-04T00:13:51.128729+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""BestOfIndustries""}"
936299696,2022-11-04T00:13:51.103384+00:00,interest,1775,Bond yield,"{""bond value"": ""$355000"", ""interest"": ""0.5%"", ""issuer"": ""Brother Xiaoye""}"
936262774,2022-11-04T00:11:16.957410+00:00,interest,300,Bond yield,"{""bond value"": ""$50000"", ""interest"": ""0.6%"", ""issuer"": ""Seven ithalat ihracat""}"
936262760,2022-11-04T00:11:16.921765+00:00,interest,2600,Bond yield,"{""bond value"": ""$500000"", ""interest"": ""0.5%"", ""issuer"": ""Beatniks Cash Salad""}"
936247771,2022-11-04T00:10:30.018757+00:00,interest,750,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.6%"", ""issuer"": ""KANLIS""}"
936247767,2022-11-04T00:10:30.007267+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""UTOPIA MINDS""}"
936241967,2022-11-04T00:10:11.315418+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""TechnoSpace CO.""}"
936241960,2022-11-04T00:10:11.302331+00:00,interest,750,Bond yield,"{""bond value"": ""$150000"", ""interest"": ""0.5%"", ""issuer"": ""Madeireira Cara de Pau""}"
